Latitude,Longitude,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
35.8958,-84.7292,175.74,138.27,134.05,95.37,66.5,151.89,185.43,188.01,22.78,8.5,45.25,165.68
35.8958,-83.8958,154.52,117.27,140.76,87.59,45.31,159.49,139.7,198.76,11.92,14.26,46.62,143.43
35.8958,-83.0625,131.67,111.99,104.78,95.2,122.66,116.17,114.58,228.54,56.48,46.87,30.53,77.62
35.8958,-82.2292,125.99,105.61,94.45,137.75,96.0,180.19,92.78,149.42,79.13,33.24,36.1,172.79
35.8958,-81.3958,118.09,80.93,62.82,138.28,72.94,169.77,123.97,143.35,32.69,15.2,38.75,162.09
35.8958,-80.5625,112.37,77.19,64.81,121.12,61.4,138.08,77.57,107.1,35.61,23.39,41.16,152.5
35.8958,-79.7292,123.09,76.95,94.49,167.33,79.68,111.45,89.22,134.47,76.34,36.93,55.53,179.38
35.8958,-78.8958,84.71,71.14,84.62,207.03,78.92,105.39,137.56,78.7,115.29,45.77,50.73,189.11
35.8958,-78.0625,79.79,73.42,73.29,163.85,69.53,74.81,114.89,137.31,98.83,39.14,52.49,145.72
35.8958,-77.2292,102.27,70.97,68.94,114.17,76.17,75.1,103.49,126.87,131.83,30.42,60.67,127.94
35.8958,-76.3958,101.18,71.27,62.09,113.01,55.83,80.07,142.99,158.93,160.4,28.16,82.21,169.87
35.9375,-121.2708,355.68,85.94,304.76,1.05,20.25,4.75,0.0,3.25,1.69,1.22,43.47,186.05
35.9375,-120.4375,226.66,128.66,140.61,0.05,17.27,0.27,0.0,0.52,0.32,0.03,27.77,131.45
35.9375,-119.6042,85.23,84.78,80.58,0.02,9.47,1.4,0.21,1.44,0.25,3.87,5.68,27.02
35.9375,-118.7708,193.29,124.44,233.21,0.44,14.47,5.98,0.29,6.08,0.17,7.08,10.36,50.21
35.9375,-117.9375,98.93,84.73,83.68,0.01,0.42,0.19,0.02,18.15,0.16,0.71,7.65,21.46
35.9375,-117.1042,75.69,40.1,52.91,0.01,1.73,1.45,0.0,43.82,3.74,0.08,4.47,15.55
35.9375,-116.2708,36.97,20.83,38.24,0.38,1.74,4.09,0.02,28.61,5.24,1.79,2.26,5.74
35.9375,-115.4375,52.23,18.14,45.7,0.28,2.38,11.44,0.97,74.46,51.65,6.8,3.99,5.23
35.9375,-114.6042,36.08,11.99,22.97,0.13,0.33,7.16,0.4,58.55,51.96,5.61,3.76,2.0
35.9375,-113.7708,60.27,17.05,47.04,0.6,1.86,3.47,5.44,35.07,36.79,4.1,2.7,1.84
35.9375,-112.8958,73.53,21.54,65.51,1.29,7.01,1.61,18.87,72.63,36.52,6.33,10.52,14.93
35.9375,-112.0625,77.42,27.21,104.02,2.64,10.26,2.31,22.28,109.16,34.98,2.85,15.97,9.66
35.9375,-111.2292,36.76,8.57,24.61,0.43,10.22,1.17,9.57,57.07,39.36,2.55,5.51,8.22
35.9375,-110.3958,36.37,13.73,69.55,0.63,9.11,0.98,3.57,53.96,28.56,3.11,21.23,12.65
35.9375,-109.5625,22.64,7.89,52.44,0.13,8.9,1.86,1.6,45.05,18.54,4.47,27.23,10.08
35.9375,-108.7292,33.57,11.72,51.26,0.62,15.55,7.8,2.64,76.06,15.38,2.3,30.86,15.59
35.9375,-107.8958,31.34,20.9,43.36,0.28,10.63,3.23,1.46,17.29,19.34,3.35,22.97,20.06
35.9375,-107.0625,36.02,22.43,52.73,0.35,19.92,6.67,2.78,20.71,28.28,6.55,34.15,30.15
35.9375,-106.2292,20.33,19.03,31.53,3.34,40.55,28.77,9.81,35.03,28.14,6.77,18.31,22.46
35.9375,-105.3958,29.42,34.12,49.33,8.11,60.65,58.8,17.9,70.04,43.64,11.4,12.08,34.43
35.9375,-104.5625,6.56,5.85,11.26,7.64,49.56,79.81,42.09,49.12,35.57,24.24,1.64,15.08
35.9375,-103.7292,2.84,7.68,2.69,17.51,56.63,114.39,49.75,41.22,62.04,31.0,2.79,28.27
35.9375,-102.8958,3.63,4.82,5.39,20.39,115.78,111.46,53.85,28.33,22.12,16.97,5.27,35.05
35.9375,-102.0625,5.27,9.11,7.18,35.29,171.42,109.91,55.71,31.45,31.23,14.52,4.43,61.73
35.9375,-101.2292,6.07,10.14,6.14,39.12,223.57,109.12,75.8,16.1,58.73,4.5,9.61,79.17
35.9375,-100.3958,7.93,10.47,0.94,45.38,135.15,163.09,153.8,33.99,89.41,23.44,7.94,77.48
35.9375,-99.5625,15.31,15.05,1.83,61.14,95.66,150.82,199.96,35.06,69.12,33.17,15.18,76.0
35.9375,-98.7292,11.73,18.36,4.44,54.13,75.15,181.74,213.88,52.54,53.71,71.29,16.66,80.76
35.9375,-97.8958,18.05,29.76,5.66,64.78,143.51,111.82,190.1,87.06,45.56,89.48,20.12,48.44
35.9375,-97.0625,23.1,33.51,26.91,98.63,109.8,98.65,145.92,100.05,35.47,86.27,28.38,87.0
35.9375,-96.2292,37.59,78.37,131.7,77.96,129.53,69.84,101.51,109.72,70.48,97.44,22.47,52.22
35.9375,-95.3958,61.07,104.41,142.42,60.33,86.56,62.15,105.25,130.53,133.77,99.96,33.92,87.36
35.9375,-94.5625,78.87,96.01,213.84,45.68,99.94,80.61,133.27,112.21,134.1,101.33,51.79,76.95
35.9375,-93.7292,89.24,114.74,224.48,56.13,95.12,72.49,120.88,84.35,107.77,109.44,51.8,90.91
35.9375,-92.8958,75.21,107.59,216.51,65.78,91.05,77.59,105.23,79.38,85.22,159.9,44.07,48.62
35.9375,-92.0625,145.69,158.82,240.96,79.52,81.26,82.39,148.92,150.47,96.75,146.05,35.47,77.6
35.9375,-91.2292,194.72,123.99,238.18,87.17,54.56,79.72,126.07,109.12,37.87,145.51,32.82,76.76
35.9375,-90.3958,169.02,101.29,215.59,96.44,77.52,83.53,189.87,109.68,51.77,124.23,47.35,71.75
35.9375,-89.5625,148.55,65.06,223.01,90.66,105.01,35.62,118.33,137.38,43.78,57.69,48.24,51.46
35.9375,-88.7292,200.22,111.49,153.98,113.95,120.66,55.16,126.26,246.67,28.82,46.36,47.28,46.55
35.9375,-87.8958,192.74,94.74,119.09,95.04,91.45,65.3,115.68,159.1,40.8,27.14,42.93,66.52
35.9375,-87.0625,147.98,83.08,112.51,87.49,124.86,62.2,137.48,113.4,29.06,19.04,51.55,67.95
35.9375,-86.2292,168.24,103.33,125.92,89.11,135.08,119.81,130.83,174.8,45.65,24.04,59.08,70.53
35.9375,-85.3958,155.99,141.08,140.51,83.93,109.08,123.05,169.24,142.52,40.94,14.05,52.12,86.37
35.9375,-84.5625,166.25,128.81,130.58,88.61,76.78,157.26,163.99,154.84,20.04,11.36,48.0,171.34
35.9375,-83.7292,149.53,119.04,135.9,83.14,50.99,139.35,135.52,188.61,19.41,17.71,45.1,125.94
35.9375,-82.8958,134.76,113.33,104.03,95.75,120.38,100.05,98.97,206.05,70.78,44.01,24.72,80.9
35.9375,-82.0625,128.15,107.88,95.05,150.05,98.65,160.59,111.34,167.05,77.52,33.77,36.98,166.88
35.9375,-81.2292,108.71,60.97,61.72,99.42,74.0,171.88,119.15,181.33,43.67,15.87,38.12,151.67
35.9375,-80.3958,105.86,71.55,68.9,138.88,65.55,136.5,82.98,101.4,39.22,27.27,39.13,156.17
35.9375,-79.5625,127.41,81.34,82.08,164.04,66.91,108.7,133.73,108.47,91.97,40.13,52.62,174.66
35.9375,-78.7292,81.62,69.66,81.89,202.2,74.39,93.62,136.75,73.35,122.62,47.98,48.65,186.43
35.9375,-77.8958,86.8,72.22,80.67,123.54,79.63,79.34,101.98,120.53,118.98,44.13,53.13,138.25
35.9375,-77.0625,103.11,70.48,64.44,109.64,73.58,84.21,114.12,129.66,135.11,27.75,62.99,128.53
35.9375,-76.1875,107.42,73.22,61.18,110.04,55.44,94.12,127.9,139.8,136.56,31.99,82.55,165.11
35.9792,-120.7708,259.52,84.17,195.57,0.68,15.02,3.82,0.0,0.98,0.56,0.27,35.58,123.3
35.9792,-119.9375,84.08,83.61,62.68,0.0,12.66,0.2,0.0,2.13,0.1,0.47,4.67,29.85
35.9792,-119.1042,89.32,67.05,112.84,0.16,7.29,2.98,0.13,2.13,0.14,3.8,4.9,25.04
35.9792,-118.2708,260.76,222.24,292.02,0.51,5.19,1.29,0.02,26.16,0.7,8.72,19.04,59.36
35.9792,-117.4375,86.79,47.56,64.59,0.0,1.3,0.95,0.0,29.7,1.64,0.0,5.62,15.85
35.9792,-116.6042,54.22,32.45,46.23,0.4,2.51,4.02,0.0,53.28,6.18,1.7,2.83,12.37
35.9792,-115.7708,47.05,19.43,49.01,0.51,3.55,9.7,0.19,49.85,26.69,3.4,2.47,5.18
35.9792,-114.9375,22.38,8.36,16.16,0.05,0.23,6.29,0.33,43.36,38.96,4.16,2.55,1.89
35.9792,-114.1042,59.26,15.62,38.37,0.97,0.68,8.04,1.75,50.63,51.3,5.58,3.95,1.13
35.9792,-113.2708,63.85,14.92,50.98,0.16,4.7,1.44,14.88,25.37,34.52,10.84,4.03,10.25
35.9792,-112.4375,60.12,20.21,66.67,2.09,7.38,1.46,16.83,92.5,23.15,1.79,12.12,7.92
35.9792,-111.6042,49.4,14.66,44.04,1.99,7.82,0.85,12.81,76.75,26.46,2.44,7.77,9.68
35.9792,-110.7708,39.0,11.17,40.96,0.62,10.33,0.72,6.83,58.93,37.27,1.43,8.24,10.96
35.9792,-109.9375,39.07,13.99,91.67,0.22,11.41,1.72,2.75,61.51,28.09,5.76,45.08,13.67
35.9792,-109.1042,65.8,23.03,103.89,0.69,15.06,4.7,2.01,76.66,25.84,4.64,50.65,19.19
35.9792,-108.2708,25.98,14.08,34.34,0.31,11.46,8.6,2.92,38.15,13.7,1.64,16.66,12.14
35.9792,-107.4375,26.41,15.89,41.7,0.5,13.81,2.96,0.77,13.97,22.88,6.24,31.2,27.01
35.9792,-106.6042,57.28,49.42,83.12,1.73,50.53,22.6,9.16,45.93,35.64,9.69,45.24,45.6
35.9792,-105.7708,56.33,66.92,85.5,9.72,58.42,41.69,11.46,46.39,38.08,6.56,34.47,59.38
35.9792,-104.9375,14.1,13.04,26.88,4.87,68.02,84.08,27.56,71.02,43.8,23.57,3.64,19.76
35.9792,-104.1042,4.32,7.6,3.88,14.63,40.86,95.28,58.0,43.95,47.5,32.52,0.91,24.66
35.9792,-103.2708,1.99,4.62,2.5,14.97,78.4,118.24,49.21,21.86,34.21,18.35,5.65,29.74
35.9792,-102.4375,4.71,7.98,8.8,34.37,163.47,120.29,49.01,46.9,20.04,25.28,3.97,51.78
35.9792,-101.6042,5.74,11.01,4.74,42.22,197.7,104.6,71.94,14.17,47.99,3.77,7.3,77.8
35.9792,-100.7708,7.86,8.92,4.29,36.46,169.31,132.67,107.11,27.87,73.92,13.54,9.05,82.09
35.9792,-99.9375,11.13,13.05,1.1,54.69,115.44,159.89,181.49,38.38,82.4,26.54,10.92,70.62
35.9792,-99.1042,14.18,16.59,1.37,61.73,79.03,146.47,217.1,31.14,77.87,44.36,23.57,86.09
35.9792,-98.2708,13.39,21.05,3.98,56.02,106.83,160.9,217.75,66.61,50.78,81.01,15.82,46.46
35.9792,-97.4375,20.46,30.01,12.93,84.94,85.25,105.4,148.61,82.64,37.89,79.32,25.4,89.16
35.9792,-96.6042,31.65,56.3,82.47,90.95,176.97,82.33,137.47,104.15,51.04,107.12,23.31,56.3
35.9792,-95.7708,44.6,90.55,138.05,67.25,90.78,65.76,88.79,114.11,97.14,96.82,27.38,67.79
35.9792,-94.9375,71.89,118.03,178.11,47.79,99.11,66.29,133.71,151.62,142.6,112.74,41.09,94.75
35.9792,-94.1042,83.74,91.59,208.57,46.51,90.57,83.6,134.69,95.98,130.51,87.96,52.67,69.61
35.9792,-93.2708,77.58,97.87,200.82,41.39,115.72,60.62,66.67,52.3,86.7,86.77,61.02,57.11
35.9792,-92.4375,93.55,130.5,229.39,82.84,94.23,82.23,121.4,108.71,102.09,170.58,38.67,60.29
35.9792,-91.6042,167.45,135.52,247.81,84.38,59.14,68.96,130.47,185.03,51.72,144.09,28.88,78.17
35.9792,-90.7708,180.41,108.3,220.83,91.45,71.45,85.85,167.06,84.69,40.85,132.33,42.22,69.63
35.9792,-89.9375,157.42,79.39,212.62,94.38,53.61,48.36,140.98,122.07,70.84,48.3,46.57,65.55
35.9792,-89.1042,170.48,83.76,189.89,104.13,135.11,42.0,136.54,210.75,23.47,63.46,43.99,43.64
35.9792,-88.2708,189.87,97.93,155.18,103.24,83.4,80.71,134.36,191.99,42.2,30.85,44.43,49.66
35.9792,-87.3958,192.57,87.14,117.67,111.68,121.86,44.93,182.84,143.75,29.03,25.44,48.76,71.09
35.9792,-86.5625,141.38,85.0,107.58,86.77,112.16,89.99,144.36,108.96,52.43,23.32,46.38,70.35
35.9792,-85.7292,135.42,131.66,134.97,85.92,119.05,100.28,136.97,137.21,40.67,18.62,48.25,71.5
35.9792,-84.8958,165.67,129.04,138.8,80.77,76.86,167.36,173.5,188.38,29.21,10.0,46.08,135.9
35.9792,-84.0625,163.32,123.36,133.86,85.02,59.25,172.16,106.58,171.6,15.44,17.77,49.13,162.58
35.9792,-83.2292,124.31,110.54,101.95,77.16,99.97,108.0,101.08,218.35,49.53,30.24,28.72,85.2
35.9792,-82.3958,148.25,122.1,87.89,99.51,81.39,102.62,122.68,198.62,54.41,36.27,33.11,144.43
35.9792,-81.5625,114.51,104.58,74.41,181.91,79.63,170.93,178.87,175.31,35.4,16.76,40.36,182.73
35.9792,-80.7292,117.42,85.24,62.82,108.39,70.66,130.52,79.94,111.08,50.12,19.06,39.96,148.1
35.9792,-79.8958,122.65,77.13,86.04,175.74,88.03,100.32,70.85,124.58,89.41,35.01,48.88,181.43
35.9792,-79.0625,95.71,70.52,85.36,199.17,83.44,125.1,127.23,91.59,100.4,43.97,49.38,183.77
35.9792,-78.2292,69.05,70.11,64.88,202.46,63.68,60.75,123.24,140.72,97.17,38.53,46.49,159.67
35.9792,-77.3958,100.75,70.88,73.56,112.84,82.46,64.03,88.38,106.38,133.77,36.17,59.17,126.48
35.9792,-76.1458,108.21,73.27,60.43,109.21,54.52,94.91,123.01,134.25,128.52,32.53,81.72,163.82
36.0208,-120.8958,194.62,56.98,164.89,0.8,12.91,4.3,0.0,1.2,0.74,0.42,23.76,85.08
36.0208,-120.0625,87.26,89.88,59.73,0.0,12.71,0.08,0.0,1.91,0.04,0.13,4.99,31.83
36.0208,-119.2292,86.55,68.53,103.11,0.14,6.28,2.27,0.14,1.88,0.16,3.1,4.62,24.71
36.0208,-118.3958,338.25,253.73,389.6,1.14,11.33,2.59,0.12,40.65,1.12,10.71,22.05,74.33
36.0208,-117.5625,120.16,70.56,96.08,0.0,1.63,1.02,0.0,30.04,1.36,0.02,7.98,22.88
36.0208,-116.7292,26.55,17.07,18.51,0.15,1.24,2.04,0.0,24.89,3.72,0.58,2.13,6.54
36.0208,-115.8958,40.34,18.58,41.8,0.47,2.89,7.43,0.11,53.61,17.76,2.78,2.08,4.45
36.0208,-115.0625,19.49,7.19,14.14,0.03,0.23,6.0,0.37,37.29,33.97,3.59,2.2,1.89
36.0208,-114.0208,56.05,16.36,36.97,1.23,0.92,7.54,1.41,48.55,50.8,5.69,4.02,1.13
36.0208,-113.1458,87.32,21.88,81.06,1.04,6.95,3.55,21.58,51.85,40.69,10.45,9.77,16.32
36.0208,-112.3125,70.36,21.81,92.31,2.7,7.11,1.7,19.59,104.72,28.04,2.07,13.21,7.85
36.0208,-111.4792,45.25,12.88,39.27,1.62,7.45,0.71,9.99,66.19,28.04,2.39,6.57,9.99
36.0208,-110.6458,43.56,15.06,63.03,1.09,10.6,0.44,5.18,60.33,34.35,1.03,11.74,12.5
36.0208,-109.8125,23.9,7.65,63.98,0.1,8.51,1.37,2.06,49.19,22.03,4.78,33.65,9.92
36.0208,-108.9792,42.19,15.25,68.66,0.6,12.67,4.91,1.9,76.96,21.3,3.4,37.68,17.12
36.0208,-108.1458,29.58,19.44,40.23,0.23,10.75,9.84,2.12,29.68,13.71,1.6,14.31,14.3
36.0208,-107.3125,28.37,18.21,43.9,0.42,17.32,4.15,1.38,15.72,25.09,6.55,31.13,27.41
36.0208,-106.4792,62.81,48.02,92.36,2.74,58.5,27.75,11.9,52.43,37.47,11.09,50.66,52.28
36.0208,-105.6458,101.59,134.63,155.4,17.52,81.5,43.84,15.42,63.47,46.28,7.72,49.12,104.12
36.0208,-104.8125,9.99,8.88,17.83,4.73,62.11,89.45,31.82,66.05,40.68,21.38,2.03,14.24
36.0208,-103.9792,3.95,8.8,2.56,17.98,43.82,109.57,56.77,48.31,61.12,34.21,1.03,26.04
36.0208,-103.1458,2.66,4.95,3.01,16.52,86.23,120.75,49.72,23.24,31.62,16.37,5.21,30.15
36.0208,-102.3125,4.86,8.22,8.64,36.49,163.93,120.47,48.85,45.25,21.91,23.92,4.12,53.39
36.0208,-101.4792,5.89,10.32,5.14,41.46,204.04,105.46,76.22,14.81,50.71,3.76,8.21,78.29
36.0208,-100.6458,8.18,9.82,2.29,41.6,143.19,149.6,141.88,33.76,82.95,19.79,9.16,83.31
36.0208,-99.8125,12.8,14.19,1.24,59.16,101.44,152.91,193.02,39.94,77.66,26.71,12.46,70.08
36.0208,-98.9792,13.68,17.63,1.66,61.99,71.55,148.06,215.51,35.78,75.55,47.42,24.52,86.04
36.0208,-98.1458,15.19,23.81,4.01,58.87,124.18,146.13,212.12,73.58,50.12,85.42,17.17,45.94
36.0208,-97.3125,20.74,29.81,13.01,95.29,89.8,103.15,140.37,90.69,33.4,84.2,29.39,92.15
36.0208,-96.4792,32.99,60.85,94.3,86.05,160.42,77.52,125.2,106.21,56.65,101.53,24.31,54.15
36.0208,-95.6458,46.93,95.42,134.1,66.55,87.47,70.41,96.14,117.03,106.67,101.81,29.15,72.26
36.0208,-94.8125,72.74,114.39,197.43,43.34,103.96,74.22,143.38,144.88,141.31,115.16,44.94,86.13
36.0208,-93.9792,89.31,92.5,204.99,45.23,92.84,81.45,133.86,94.49,119.65,86.51,50.38,69.2
36.0208,-93.1458,75.53,91.44,190.38,39.89,111.8,64.03,71.79,57.8,91.38,86.03,57.37,41.03
36.0208,-92.3125,108.22,142.13,234.31,76.26,93.82,84.15,136.79,124.75,120.9,165.49,37.5,63.88
36.0208,-91.4792,161.31,122.1,236.85,83.87,53.88,59.65,124.4,156.26,45.82,154.5,27.35,75.25
36.0208,-90.6458,180.02,104.91,224.69,92.39,75.26,80.3,171.28,95.04,44.15,128.85,44.26,69.82
36.0208,-89.8125,156.48,71.97,215.77,87.54,57.27,38.85,102.79,118.92,63.52,39.66,47.39,59.84
36.0208,-88.9792,177.99,92.77,179.14,102.9,124.36,45.37,132.55,251.32,24.58,61.54,40.8,44.37
36.0208,-88.1458,189.52,92.94,143.46,95.41,86.35,73.59,127.03,184.6,40.89,30.2,41.99,52.7
36.0208,-87.3125,187.86,83.17,118.06,106.66,122.36,48.14,192.5,138.48,27.91,25.33,50.99,70.26
36.0208,-86.4792,145.86,86.78,105.21,88.08,113.13,91.85,146.31,108.47,56.19,25.4,47.49,71.18
36.0208,-85.6458,138.03,134.95,134.43,86.98,124.9,103.1,140.62,126.25,42.03,18.97,48.9,74.11
36.0208,-84.8125,164.15,129.13,134.51,81.87,74.99,161.97,172.99,181.26,27.31,9.94,44.52,132.74
36.0208,-83.9792,159.86,123.73,129.71,83.7,54.94,165.96,108.89,173.99,17.55,17.85,48.18,155.64
36.0208,-83.1458,122.26,108.69,101.08,78.78,102.0,105.61,97.49,199.17,46.99,30.82,26.84,79.69
36.0208,-82.3125,137.61,120.56,84.39,102.92,78.06,113.17,120.36,190.5,62.86,34.77,31.72,143.48
36.0208,-81.4792,110.38,96.06,77.96,163.03,85.36,187.79,161.17,190.43,50.71,18.06,39.95,188.06
36.0208,-80.6458,113.23,83.48,62.39,111.85,71.41,143.66,80.48,103.89,46.46,21.37,41.42,148.68
36.0208,-79.8125,131.72,81.26,87.5,173.65,88.98,104.45,72.88,112.03,93.03,35.5,51.42,181.91
36.0208,-78.9792,92.76,69.41,84.52,202.42,78.54,117.08,128.9,82.42,107.95,46.33,47.05,185.05
36.0208,-78.1458,69.43,70.06,65.99,201.8,64.57,61.02,120.05,140.9,98.07,39.67,47.05,156.1
36.0208,-77.3125,104.47,69.31,69.8,107.89,82.4,67.02,88.36,99.15,134.81,36.68,59.87,126.8
36.0625,-121.4792,448.9,122.31,388.96,2.19,37.92,6.22,0.0,3.43,4.05,4.45,58.13,254.06
36.0625,-120.6458,302.89,117.93,212.03,0.8,19.77,3.59,0.0,1.11,0.33,0.24,38.48,160.85
36.0625,-119.8125,81.23,83.2,77.34,0.0,8.82,0.21,0.01,1.66,0.16,0.89,4.9,26.33
36.0625,-118.9792,136.19,81.88,175.18,0.35,7.7,1.97,0.07,2.63,0.23,3.43,7.18,31.18
36.0625,-118.1458,121.44,99.8,111.21,0.19,1.39,0.37,0.0,29.78,0.71,2.46,10.05,27.29
36.0625,-117.3125,48.29,28.14,33.55,0.0,1.44,0.97,0.0,12.74,1.89,0.0,4.09,11.36
36.0625,-116.4792,53.5,31.41,50.58,0.64,2.6,5.59,0.0,43.02,6.92,1.84,2.59,10.96
36.0625,-115.6458,82.04,31.44,84.7,0.95,6.22,17.42,0.28,64.94,43.08,5.24,3.6,9.1
36.0625,-114.8125,25.48,9.8,17.2,0.11,0.3,5.26,0.14,32.57,28.29,3.84,2.54,2.49
36.0625,-113.6875,78.95,30.24,74.23,3.83,2.1,8.63,3.18,96.81,77.85,8.96,6.21,3.82
36.0625,-112.8542,71.87,22.55,69.2,2.05,6.71,3.14,17.26,88.29,26.92,3.45,12.21,11.91
36.0625,-112.0208,43.39,12.96,56.72,2.16,4.13,0.48,9.21,79.02,17.4,1.36,7.04,5.54
36.0625,-111.1875,40.76,9.97,32.74,0.82,9.94,1.2,8.95,57.44,38.81,2.44,6.92,7.6
36.0625,-110.3542,45.72,16.36,88.21,1.08,11.12,0.9,3.21,59.28,30.96,2.54,26.13,14.92
36.0625,-109.5208,23.49,7.11,54.15,0.1,9.05,2.04,1.85,46.38,19.85,4.77,30.12,11.1
36.0625,-108.6875,20.45,8.68,32.71,0.48,10.36,7.13,1.65,50.78,10.65,1.69,18.26,10.57
36.0625,-107.8542,32.67,23.07,45.87,0.21,11.7,5.4,1.08,16.2,17.71,3.36,18.97,21.39
36.0625,-107.0208,43.84,31.94,69.45,0.32,27.22,12.44,5.21,23.96,30.62,7.56,38.23,35.58
36.0625,-106.1875,17.27,14.24,28.5,2.97,41.71,29.85,8.31,26.52,22.71,6.14,16.86,15.95
36.0625,-105.3542,33.72,35.82,48.08,8.49,70.27,70.55,24.97,79.61,42.19,13.08,10.07,34.81
36.0625,-104.5208,7.55,6.63,8.67,9.09,45.19,90.5,54.68,48.21,35.46,28.67,0.71,18.0
36.0625,-103.6875,2.82,8.9,1.38,18.58,54.52,123.83,48.03,43.96,68.91,33.13,1.97,28.43
36.0625,-102.8542,3.54,6.21,5.16,24.53,119.23,122.82,49.46,33.02,23.86,19.28,4.77,33.58
36.0625,-102.0208,5.42,8.7,7.35,38.68,167.02,112.16,55.29,33.63,29.36,17.11,5.15,61.79
36.0625,-101.1875,6.4,9.13,6.2,38.72,218.37,108.7,85.08,17.72,57.91,5.56,10.32,82.29
36.0625,-100.3542,8.52,11.55,0.32,48.52,121.87,171.93,186.64,41.07,92.53,27.98,10.49,81.51
36.0625,-99.5208,15.01,16.13,1.2,63.94,83.03,145.18,217.92,38.25,77.72,32.19,17.69,76.3
36.0625,-98.6875,14.07,19.65,3.61,62.24,77.39,172.81,195.33,51.94,63.14,58.96,19.27,90.33
36.0625,-97.8542,19.45,29.46,4.82,71.29,124.91,113.7,169.0,92.7,43.17,87.57,21.26,63.09
36.0625,-97.0208,22.44,30.53,18.71,103.56,115.02,99.29,140.0,111.3,31.65,85.48,30.87,88.73
36.0625,-96.1875,36.87,77.54,130.63,73.53,108.46,69.28,89.9,110.97,74.04,90.39,23.95,53.29
36.0625,-95.3542,56.71,108.17,141.67,55.05,88.93,66.42,119.55,134.0,124.6,106.57,32.37,82.43
36.0625,-94.5208,80.95,100.37,222.66,41.96,105.65,83.99,138.16,128.39,139.26,105.68,52.73,67.13
36.0625,-93.6875,86.32,96.32,201.29,45.28,102.48,78.83,108.3,81.69,102.76,91.18,50.88,66.65
36.0625,-92.8542,79.99,101.73,207.67,60.29,95.44,77.83,113.84,89.97,99.15,156.02,47.04,43.43
36.0625,-92.0208,131.12,141.37,235.27,74.51,86.89,82.27,139.01,139.98,113.38,155.36,32.32,72.22
36.0625,-91.1875,186.95,115.73,234.95,81.79,61.61,67.44,138.73,104.24,35.17,142.01,30.82,69.8
36.0625,-90.3542,180.03,100.41,223.8,93.68,71.54,68.48,163.26,111.91,48.62,122.48,42.71,70.18
36.0625,-89.5208,142.48,62.05,227.01,90.86,111.9,32.38,112.62,148.81,39.57,63.69,47.3,49.61
36.0625,-88.6875,191.81,103.15,168.78,105.27,102.49,59.15,128.91,260.51,31.12,52.09,42.66,45.05
36.0625,-87.8125,180.79,90.9,122.83,91.0,89.64,50.16,134.38,182.78,45.01,30.71,41.69,63.09
36.0625,-86.9792,133.79,72.67,104.52,82.69,114.73,74.47,144.52,100.8,37.05,19.12,46.68,65.63
36.0625,-86.1458,157.52,95.06,112.32,87.74,125.59,108.74,149.35,125.04,55.86,28.0,46.47,73.9
36.0625,-85.3125,162.75,146.91,144.27,83.99,115.87,137.24,177.66,133.16,45.35,15.5,50.93,85.36
36.0625,-84.4792,172.18,132.3,128.27,88.97,85.57,172.11,128.52,155.18,19.43,15.29,50.48,167.35
36.0625,-83.6458,142.38,127.11,117.05,77.32,56.59,113.73,107.98,210.9,49.89,23.96,42.34,118.97
36.0625,-82.8125,141.32,121.77,104.83,91.1,110.11,111.19,92.98,218.04,84.33,35.56,22.12,86.19
36.0625,-81.9792,126.02,103.43,85.68,119.16,106.4,139.55,100.93,149.37,60.5,29.15,34.1,147.79
36.0625,-81.1458,108.31,74.14,66.27,117.43,82.9,191.56,134.71,190.55,66.4,18.69,48.15,155.08
36.0625,-80.3125,103.99,77.69,70.22,150.03,83.73,124.16,95.82,93.68,53.98,27.59,40.25,157.37
36.0625,-79.4792,125.29,80.55,69.78,165.21,59.0,106.54,167.72,83.22,102.6,41.92,48.64,167.63
36.0625,-78.6458,87.12,71.63,76.65,197.56,81.03,83.71,127.64,96.15,110.72,46.75,46.28,184.39
36.0625,-77.8125,86.27,68.61,79.65,122.59,83.11,70.4,104.85,109.48,135.36,44.68,52.23,137.56
36.0625,-76.9792,103.48,69.04,62.1,107.57,72.63,78.09,113.97,117.96,146.91,30.79,68.45,141.24
36.1042,-121.4375,366.34,99.48,289.18,1.78,27.91,4.97,0.0,1.98,3.24,3.44,46.28,203.73
36.1042,-120.6042,320.52,135.61,214.74,0.89,23.45,3.36,0.0,1.34,0.26,0.24,37.92,176.43
36.1042,-119.7708,80.09,82.52,81.13,0.0,7.53,0.23,0.01,1.74,0.18,1.03,4.9,25.32
36.1042,-118.9375,157.02,92.56,196.58,0.49,7.07,1.92,0.06,2.68,0.32,2.98,8.34,36.0
36.1042,-118.1042,131.07,101.51,113.21,0.23,1.53,0.63,0.09,32.69,1.04,2.07,11.22,28.37
36.1042,-117.2708,35.78,21.9,23.02,0.0,1.31,0.97,0.0,12.07,2.26,0.0,3.33,8.91
36.1042,-116.4375,39.28,23.39,35.62,0.44,1.55,4.26,0.01,52.31,6.59,1.96,1.97,7.17
36.1042,-115.6042,88.62,33.86,90.79,1.05,7.49,19.47,0.38,89.3,51.08,5.89,3.65,10.03
36.1042,-114.6042,31.4,13.11,19.63,0.26,0.46,6.53,0.15,46.51,38.92,5.12,3.08,2.4
